,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
4,2015,26,Blame,Calvin Harris Featuring John Newman,,0.12,0.183,-0.9971,fear,,"['contemporary country', 'country', 'country road']"
5,2015,27,Stay With Me,Sam Smith,,0.274,0.11,0.994,joy,Male,"['aesthetic rap', 'sad rap']"
6,2015,28,CoCo,O.T. Genasis,,0.269,0.117,0.9979,joy,Male,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
7,2015,29,Beg For It,Iggy Azalea Featuring M0,,0.111,0.022,0.9793,sadness,,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
8,2015,30,Don't Tell 'Em,Jeremih Featuring YG,,0.114,0.067,0.9866,trust,,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
9,2015,31,I Don't Mind,Usher Featuring Juicy J,,0.09,0.056,0.973,trust,,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
10,2015,32,Riptide,Vance Joy,,0.131,0.059,0.9826,sadness,Male,"['folk-pop', 'modern rock', 'pop', 'pop rock']"
11,2015,33,Black Widow,Iggy Azalea Featuring Rita Ora,,0.227,0.065,0.9988,joy,,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']"
12,2015,34,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,,0.221,0.01,0.9914,joy,Male,[]
13,2015,35,All I Want For Christmas Is You,Mariah Carey,,0.076,0.086,0.923,joy,Female,"['dance pop', 'pop', 'urban contemporary']"
14,2015,36,Heroes (We Could Be),Alesso Featuring Tove Lo,,0.275,0.009,0.9983,joy,,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']"
15,2015,37,Trumpets,Jason Derulo,,0.08,0.062,0.8823,disgust,Male,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
16,2015,38,Shotgun Rider,Tim McGraw,,0.064,0.104,-0.8044,sadness,Male,"['contemporary country', 'country', 'country road']"
17,2015,39,Stolen Dance,Milky Chance,,0.155,0.07,0.9861,anticipation,Male,['german pop']
18,2015,40,Chandelier,Sia,,0.099,0.059,0.9395,fear,Female,['weirdcore']
19,2015,41,Something In The Water,Carrie Underwood,,0.169,0.125,0.9458,joy,Female,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']"
0,2015,42,Santa Tell Me,Ariana Grande,,0.182,0.022,0.998,joy,Female,"['dance pop', 'pop']"
1,2015,43,Feeling Myself,Nicki Minaj Featuring Beyonce,,0.062,0.093,-0.9807,anger,,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
2,2015,44,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,,0.124,0.13,-0.894,anger,,"['pop rap', 'rap', 'southern hip hop', 'trap']"
3,2015,45,Rather Be,Clean Bandit Featuring Jess Glynne,,0.105,0.231,-0.9958,sadness,,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
4,2015,46,Try Me,DeJ Loaf,,0.075,0.192,-0.9967,anger,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5,2015,47,Ghost,Ella Henderson,,0.085,0.182,-0.9993,anger,Female,"['canadian pop', 'pop']"
6,2015,48,Anaconda,Nicki Minaj,,0.049,0.184,-0.9988,disgust,Female,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
7,2015,49,Rude,MAGIC!,,0.117,0.203,-0.9951,joy,Male,['reggae fusion']
8,2015,50,Night Changes,One Direction,,0.025,0.113,-0.9794,fear,Male,"['boy band', 'pop', 'post-teen pop', 'talent show']"
9,2015,51,Talladega,Eric Church,,0.161,0.0,0.9915,trust,Male,"['contemporary country', 'country', 'country road', 'modern country rock']"
10,2015,52,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,,0.094,0.101,0.2593,joy,,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
11,2015,53,Velvet,Chris Jamison,,0.116,0.082,0.9998,trust,Male,"['alternative r&b', 'indie garage rock']"
12,2015,54,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",,0.063,0.041,0.9149,trust,,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
13,2015,55,L.A.LOVE (la la),Fergie,,0.07,0.015,0.9848,joy,Male,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
14,2015,56,About The Money,T.I. Featuring Young Thug,,0.047,0.122,-0.9958,anticipation,,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
15,2015,57,Sun Daze,Florida Georgia Line,,0.132,0.026,0.9899,trust,Male,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
16,2015,58,"Mary, Did You Know?",Pentatonix,,0.133,0.07,0.9245,joy,,['a cappella']
17,2015,59,Perfect Storm,Brad Paisley,,0.225,0.1,0.9885,joy,Male,"['contemporary country', 'country', 'country road']"
18,2015,60,I Bet My Life,Imagine Dragons,,0.05,0.081,-0.8797,fear,Male,"['modern rock', 'pop', 'rock']"
19,2015,61,I See You,Luke Bryan,,0.119,0.113,-0.4373,anger,Male,"['contemporary country', 'country', 'country road']"
0,2015,62,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,,0.047,0.101,-0.9902,anger,,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
1,2015,63,Lost Without U,Chris Jamison & Adam Levine,,0.232,0.071,0.9975,joy,,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
2,2015,64,I Lived,OneRepublic,,0.136,0.162,-0.7435,fear,Male,"['dance pop', 'piano rock', 'pop', 'pop rock']"
3,2015,65,Masterpiece,Jessie J,,0.23,0.105,0.9979,joy,Female,"['north carolina hip hop', 'rap']"
